no,name_of_member,state,party,term_start,term_end,vacation_date_reason,vacation_date,vacation_reason,party_normalized
20,Kamalaswamy Shri T.V.,Madras,INC,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,INDIAN NATIONAL CONGRESS
20,Kamalaswamy Shri T.V.,Madras,INC,1954-04-03,1960-04-02,Retirement,1960-04-02,Retirement,INDIAN NATIONAL CONGRESS
23,Kamta Singh Shri,Bihar,O,1958-04-03,1964-04-02,Retirement,1964-04-02,Retirement,""
25,Kane Dr. P.V.,Nominated,NOM.,1953-11-16,1958-04-02,Retirement,1958-04-02,Retirement,""
25,Kane Dr. P.V.,Nominated,NOM.,1958-04-03,1964-04-02,11/09/1959 Resignation,1959-09-11,Resignation,""
30,Kapoor Shri Jaspat Roy,Uttar Pradesh,INC,1952-04-03,1956-04-02,Retirement,1956-04-02,Retirement,INDIAN NATIONAL CONGRESS
30,Kapoor Shri Jaspat Roy,Uttar Pradesh,INC,1956-04-03,1962-04-02,Retirement,1962-04-02,Retirement,INDIAN NATIONAL CONGRESS
31,Kapoor Shri Prithvi Raj,Nominated,NOM.,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,""
31,Kapoor Shri Prithvi Raj,Nominated,NOM.,1954-04-03,1960-04-02,Retirement,1960-04-02,Retirement,""
40,Karayalar Shri S. Chattanatha,Travancore Cochin,INC,1952-04-03,1958-04-02,Retirement,1958-04-02,Retirement,INDIAN NATIONAL CONGRESS
40,Karayalar Shri S. Chattanatha,Travancore Cochin,INC,1958-04-03,1964-04-02,Retirement,1964-04-02,Retirement,INDIAN NATIONAL CONGRESS
42,Karimuddin Kazi Syed,Bombay,INC,1954-04-03,1958-04-02,Retirement,1958-04-02,Retirement,INDIAN NATIONAL CONGRESS
44,Kartar Singh Shri,Patiala and East Punjab States Union,INC,1952-04-03,1953-10-02,02/10/1953 Death,1953-10-02,Death,INDIAN NATIONAL CONGRESS
45,Karumbaya Shri K.C.,Ajmer and Coorg,CPI,1954-04-03,1956-04-02,Retirement,1956-04-02,Retirement,COMMUNIST PARTY OF INDIA
60,Kaushal Shri Jagan Nath,Patiala and East Punjab States Union,INC,1952-04-03,1958-04-02,Retirement,1958-04-02,Retirement,INDIAN NATIONAL CONGRESS
60,Kaushal Shri Jagan Nath,Patiala and East Punjab States Union,INC,1958-04-03,1964-04-02,Retirement,1964-04-02,Retirement,INDIAN NATIONAL CONGRESS
67,Keshvanand Shri,Rajasthan,INC,1952-04-03,1958-04-02,Retirement,1958-04-02,Retirement,INDIAN NATIONAL CONGRESS
67,Keshvanand Shri,Rajasthan,INC,1958-04-03,1964-04-02,Retirement,1964-04-02,Retirement,INDIAN NATIONAL CONGRESS
73,Khan Shri Abdur Rezzak,West Bengal,CPI,1954-04-03,1960-04-02,Retirement,1960-04-02,Retirement,COMMUNIST PARTY OF INDIA
74,Khan Shri Ahmad Said,Uttar Pradesh,INC,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,INDIAN NATIONAL CONGRESS
74,Khan Shri Ahmad Said,Uttar Pradesh,INC,1954-04-03,1960-04-02,Retirement,1960-04-02,Retirement,INDIAN NATIONAL CONGRESS
75,Khan Shri Akbar Ali,Andhra Pradesh,INC,1954-04-03,1960-04-02,Retirement,1960-04-02,Retirement,INDIAN NATIONAL CONGRESS
77,Khan Shri Barkatullah,Rajasthan,INC,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,INDIAN NATIONAL CONGRESS
77,Khan Shri Barkatullah,Rajasthan,INC,1954-04-03,1960-04-02,21/03/1957 Resignation,1957-03-21,Resignation,INDIAN NATIONAL CONGRESS
87,Khan Shri Pir Mohhmed,Jammu & Kashmir,J&KNC,1952-04-03,1958-04-02,Retirement,1958-04-02,Retirement,JAMMU & KASHMIR NATIONAL CONFERENCE
87,Khan Shri Pir Mohhmed,Jammu & Kashmir,J&KNC,1958-04-03,1964-04-02,Retirement,1964-04-02,Retirement,JAMMU & KASHMIR NATIONAL CONFERENCE
90,Khan Shri Samiulla,Madhya Pradesh,INC,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,INDIAN NATIONAL CONGRESS
97,Khanna Shri Mehr Chand,National Capital Territory of Delhi,INC,1955-05-13,1956-12-14,14/12/1956 Resignation,1956-12-14,Resignation,INDIAN NATIONAL CONGRESS
97,Khanna Shri Mehr Chand,West Bengal,INC,1956-12-15,1962-02-26,26/02/1962 Elected to Lok Sabha,1962-02-26,ElectedtoLokSabha,INDIAN NATIONAL CONGRESS
102,Kher Shri Bal Gangadhar,Maharashtra,INC,1952-04-03,1952-07-14,14/07/1952 Resignation,1952-07-14,Resignation,INDIAN NATIONAL CONGRESS
103,Khobragade Shri Bhaurao Dewaji,Bombay,RPI,1958-04-03,1964-04-02,Retirement,1964-04-02,Retirement,""
104,Khosla Dr. Ajudhia Nath,Nominated,NOM.,1958-04-03,1964-04-02,04/10/1959 Resignation,1959-10-04,Resignation,""
108,Kidwai Smt. Anis,Uttar Pradesh,INC,1956-04-03,1962-04-02,Retirement,1962-04-02,Retirement,INDIAN NATIONAL CONGRESS
111,Kidwai Begum Siddiqa,Delhi,INC,1956-11-24,1958-04-02,Retirement,1958-04-02,Retirement,INDIAN NATIONAL CONGRESS
111,Kidwai Begum Siddiqa,Delhi,INC,1958-04-03,1964-04-02,03/06/1958 Death,1958-06-03,Death,INDIAN NATIONAL CONGRESS
113,Kishen Chand Shri,Others,O,1952-04-03,1958-04-02,Retirement,1958-04-02,Retirement,""
115,Kishori Ram Shri,Bihar,INC,1952-04-03,1956-04-02,Retirement,1956-04-02,Retirement,INDIAN NATIONAL CONGRESS
115,Kishori Ram Shri,Bihar,INC,1956-04-03,1962-04-02,Retirement,1962-04-02,Retirement,INDIAN NATIONAL CONGRESS
131,Krishna Kumari Smt.,Vindhya Pradesh,INC,1954-04-03,1960-04-02,Retirement,1960-04-02,Retirement,INDIAN NATIONAL CONGRESS
147,Kulkarni Shri Gajanan Ramrao,Bombay,O,1956-04-03,1962-04-02,Retirement,1962-04-02,Retirement,""
153,Kumarappa Dr. Jagadisan Mohandas,Nominated,NOM.,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,""
155,Kunhambu Shri A.V.,Kerala,CPI,1957-04-29,1958-04-02,Retirement,1958-04-02,Retirement,COMMUNIST PARTY OF INDIA
157,Kunzru Dr. Hirdey Nath,Uttar Pradesh,IND.,1952-04-03,1956-04-02,Retirement,1956-04-02,Retirement,INDEPENDENT
157,Kunzru Dr. Hirdey Nath,Uttar Pradesh,IND.,1956-04-03,1962-04-02,Retirement,1962-04-02,Retirement,INDEPENDENT
162,Kurre Shri Dayaldas,Madhya Pradesh,INC,1958-03-04,1964-02-04,Retirement,1964-02-04,Retirement,INDIAN NATIONAL CONGRESS
4,Lahoti Shri Puranmal S.,Andhra Pradesh,INC,1952-04-03,1954-02-11,11/02/1954 Death,1954-02-11,Death,INDIAN NATIONAL CONGRESS
6,Lakhanpal Smt. Chandravati,Uttar Pradesh,INC,1952-03-04,1956-02-04,Retirement,1956-02-04,Retirement,INDIAN NATIONAL CONGRESS
6,Lakhanpal Smt. Chandravati,Uttar Pradesh,INC,1956-04-03,1962-04-02,Retirement,1962-04-02,Retirement,INDIAN NATIONAL CONGRESS
13,Laksman Singhji Bahadur His Highness Rai-I-Rayan Maharawal Shrisir,Rajasthan,IND.,1952-04-03,1958-04-02,Retirement,1958-04-02,Retirement,INDEPENDENT
17,Lall Shri Kailash Bihari,Bihar,INC,1952-03-04,1954-04-02,Retirement,1954-04-02,Retirement,INDIAN NATIONAL CONGRESS
17,Lall Shri Kailash Bihari,Bihar,INC,1954-04-03,1960-04-02,19/03/1960 Death,1960-03-19,Death,INDIAN NATIONAL CONGRESS
23,Lavji Lakhamshi Shri,Kutch,INC,1952-09-24,1954-02-04,Retirement,1954-02-04,Retirement,INDIAN NATIONAL CONGRESS
23,Lavji Lakhamshi Shri,Bombay,INC,1954-03-04,1960-02-04,Retirement,1960-02-04,Retirement,INDIAN NATIONAL CONGRESS
29,Leuva Shri Premji Thobhanbhai,Bombay,INC,1952-08-07,1954-04-02,Retirement,1954-04-02,Retirement,INDIAN NATIONAL CONGRESS
29,Leuva Shri Premji Thobhanbhai,Bombay,INC,1954-03-04,1960-02-04,Retirement,1960-02-04,Retirement,INDIAN NATIONAL CONGRESS
31,Lila Devi Smt.,Himachal Pradesh,INC,1956-12-03,1962-04-02,Retirement,1962-04-02,Retirement,INDIAN NATIONAL CONGRESS
33,Lingam Shri N.M.,Others,INC,1958-04-03,1964-04-02,Retirement,1964-04-02,Retirement,INDIAN NATIONAL CONGRESS
13,Mahapatra Shri Bhagirathi,Odisha,INC,1956-04-03,1962-04-02,Retirement,1962-04-02,Retirement,INDIAN NATIONAL CONGRESS
18,Mahesh Saran Shri,Bihar,INC,1954-04-03,1960-04-02,Retirement,1960-04-02,Retirement,INDIAN NATIONAL CONGRESS
27,Mahtha Shri Sri Narayan,Bihar,INC,1952-04-03,1958-04-02,06/10/1956 Death,1956-10-06,Death,INDIAN NATIONAL CONGRESS
41,Majumdar Shri Suresh Chandra,West Bengal,INC,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,INDIAN NATIONAL CONGRESS
41,Majumdar Shri Suresh Chandra,West Bengal,INC,1954-04-03,1960-04-02,12/08/1954 Death,1954-08-12,Death,INDIAN NATIONAL CONGRESS
58,Malkani Shri Naraindas Rattanmal,Nominated,NOM.,1952-04-03,1956-04-02,Retirement,1956-04-02,Retirement,""
58,Malkani Shri Naraindas Rattanmal,Nominated,NOM.,1956-04-03,1962-04-02,Retirement,1962-04-02,Retirement,""
63,Malviya Shri Ratanlal Kishorilal,Madhya Pradesh,INC,1954-04-03,1960-04-02,Retirement,1960-04-02,Retirement,INDIAN NATIONAL CONGRESS
79,Manjuran Shri Mathai,Travancore Cochin,O,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,""
81,Mann Lt. Col. Sardar Joginder Singh,Patiala and East Punjab States Union,O,1952-04-03,1956-04-02,Retirement,1956-04-02,Retirement,""
92,Mathur Shri Harish Chandra,Rajasthan,IND.,1952-04-03,1958-04-02,Retirement,1958-04-02,Retirement,INDEPENDENT
100,Mazhar Imam Syed,Bihar,INC,1952-04-03,1956-04-02,Retirement,1956-04-02,Retirement,INDIAN NATIONAL CONGRESS
100,Mazhar Imam Syed,Bihar,INC,1956-04-03,1962-04-02,Retirement,1962-04-02,Retirement,INDIAN NATIONAL CONGRESS
101,Mazumdar Shri Satyendra Narayan,West Bengal,CPI,1952-04-03,1958-04-02,05/04/1957 Resignation,1957-04-05,Resignation,COMMUNIST PARTY OF INDIA
117,Menon Shri K. Madhava,Madras,INC,1954-04-03,1960-04-02,Retirement,1960-04-02,Retirement,INDIAN NATIONAL CONGRESS
119,Menon Smt. Lakshmi N.,Bihar,INC,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,INDIAN NATIONAL CONGRESS
119,Menon Smt. Lakshmi N.,Bihar,INC,1954-04-03,1960-04-02,Retirement,1960-04-02,Retirement,INDIAN NATIONAL CONGRESS
122,Menon Shri V. K. Krishna,Madras,INC,1953-05-26,1956-04-02,Retirement,1956-04-02,Retirement,INDIAN NATIONAL CONGRESS
122,Menon Shri V. K. Krishna,Kerala,INC,1956-04-03,1962-04-02,15/03/1957 Elected to Lok Sabha,1957-03-15,ElectedtoLokSabha,INDIAN NATIONAL CONGRESS
129,Mirza Shri Dawood Ali,Madras,INC,1956-12-11,1962-04-02,Retirement,1962-04-02,Retirement,INDIAN NATIONAL CONGRESS
130,Mirza Ahmed Ali Shri,Delhi,IND.,1958-09-17,1964-04-02,Retirement,1964-04-02,Retirement,INDEPENDENT
139,Mishra Shri Lingaraj,Odisha,INC,1957-04-27,1963-04-26,19/12/1957 Death,1957-12-19,Death,INDIAN NATIONAL CONGRESS
147,Misra Shri Bibudhendra,Odisha,INC,1958-04-03,1964-04-02,27/02/1962 Elected to Lok Sabha,1962-02-27,ElectedtoLokSabha,INDIAN NATIONAL CONGRESS
148,Misra Shri Chandragopal Gajadharprasad.,Madhya Pradesh,O,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,""
149,Misra Shri Govind Chandra,Odisha,INC,1956-12-06,1960-04-02,Retirement,1960-04-02,Retirement,INDIAN NATIONAL CONGRESS
153,Misra Shri Shyam Dhar,Uttar Pradesh,INC,1952-04-03,1958-04-02,Retirement,1958-04-02,Retirement,INDIAN NATIONAL CONGRESS
153,Misra Shri Shyam Dhar,Uttar Pradesh,INC,1958-04-03,1964-04-02,01/03/62,2062-03-01,"",INDIAN NATIONAL CONGRESS
160,Mitra Dr. Purna Chanda,Bihar,INC,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,INDIAN NATIONAL CONGRESS
160,Mitra Dr. Purna Chanda,Bihar,INC,1954-04-03,1960-04-02,23/08/1959 Death,1959-08-23,Death,INDIAN NATIONAL CONGRESS
164,Modi Shri Jadavji Keshavji,Bombay,INC,1957-11-21,1962-04-02,Retirement,1962-04-02,Retirement,INDIAN NATIONAL CONGRESS
168,Mohammad Ali Shri,Madhya Pradesh,INC,1956-04-03,1962-04-02,Retirement,1962-04-02,Retirement,INDIAN NATIONAL CONGRESS
169,Mohammad Faruqi Maulana,Uttar Pradesh,INC,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,INDIAN NATIONAL CONGRESS
169,Mohammad Faruqi Maulana,Uttar Pradesh,INC,1954-04-03,1960-04-02,Retirement,1960-04-02,Retirement,INDIAN NATIONAL CONGRESS
170,Mohammad Roufique Shri,Assam,IND.,1952-04-03,1956-04-02,Retirement,1956-04-02,Retirement,INDEPENDENT
182,Mohanty Shri Surendra,Odisha,O,1952-04-03,1958-04-02,23/03/57,2057-03-23,"",""
190,Mohta Shri Gopaldas Bulakidasji,Madhya Pradesh,INC,1952-04-03,1956-04-02,Retirement,1956-04-02,Retirement,INDIAN NATIONAL CONGRESS
198,Mookerjee Dr. Radha Kumud,Nominated,O,1952-04-03,1958-04-02,Retirement,1958-04-02,Retirement,""
204,Mudaliar Dr. A. Ramaswami,Madras,IND.,1952-04-03,1956-04-02,Retirement,1956-04-02,Retirement,INDEPENDENT
204,Mudaliar Dr. A. Ramaswami,Madras,IND.,1956-04-03,1962-04-02,Retirement,1962-04-02,Retirement,INDEPENDENT
205,Mujumdar Shri M. R.,Madhya Pradesh,INC,1952-04-03,1956-04-02,Retirement,1956-04-02,Retirement,INDIAN NATIONAL CONGRESS
206,Mukerjee Shri B. K.,Uttar Pradesh,INC,1952-04-03,1958-04-02,Retirement,1958-04-02,Retirement,INDIAN NATIONAL CONGRESS
222,Munshi Shri Arman Ali,Manipur and Tripura,O,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,""
223,Munshi Smt. Lilavati,Bombay,INC,1952-04-03,1958-04-02,Retirement,1958-04-02,Retirement,INDIAN NATIONAL CONGRESS
225,Murari Lal Dr.,Uttar Pradesh,INC,1952-04-03,1956-04-02,Retirement,1956-04-02,Retirement,INDIAN NATIONAL CONGRESS
3,Nag Dr. Kalidas,Nominated,NOM.,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,""
6,Nagoke Jathedar Udham Singh,Punjab,INC,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,INDIAN NATIONAL CONGRESS
6,Nagoke Jathedar Udham Singh,Punjab,INC,1954-04-03,1960-04-02,Retirement,1960-04-02,Retirement,INDIAN NATIONAL CONGRESS
13,Naidu Shri P.S. Rajagopal,Madras,INC,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,INDIAN NATIONAL CONGRESS
13,Naidu Shri P.S. Rajagopal,Madras,INC,1954-04-03,1960-04-02,Retirement,1960-04-02,Retirement,INDIAN NATIONAL CONGRESS
17,Naik Shri Maheshwar,Odisha,INC,1956-04-03,1962-04-02,27/02/1962 Elected to Lok Sabha,1962-02-27,ElectedtoLokSabha,INDIAN NATIONAL CONGRESS
23,Nair Shri K.P. Madhavan,Travancore Cochin,INC,1952-04-03,1956-04-02,Retirement,1956-04-02,Retirement,INDIAN NATIONAL CONGRESS
23,Nair Shri K.P. Madhavan,Travancore Cochin,INC,1956-04-03,1962-04-02,Retirement,1962-04-02,Retirement,INDIAN NATIONAL CONGRESS
24,Nair Shri M.N. Govindan,Kerala,CPI(M),1956-04-03,1962-04-02,Retirement,1962-04-02,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
25,Nair Shri P. Narayanan,Kerala,CPI,1956-04-03,1960-04-02,Retirement,1960-04-02,Retirement,COMMUNIST PARTY OF INDIA
33,Nanjundaiya Shri B.C.,Mysore,INC,1957-04-25,1960-04-02,Retirement,1960-04-02,Retirement,INDIAN NATIONAL CONGRESS
35,Narayan Shri Deokinandan,Bombay,INC,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,INDIAN NATIONAL CONGRESS
35,Narayan Shri Deokinandan,Bombay,INC,1954-04-03,1960-04-02,Retirement,1960-04-02,Retirement,INDIAN NATIONAL CONGRESS
40,Narayanappa Shri Konda,Hyderabad,INC,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,INDIAN NATIONAL CONGRESS
43,Narendra Deva Shri,Uttar Pradesh,O,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,""
43,Narendra Deva Shri,Uttar Pradesh,O,1954-04-03,1960-04-02,20/02/1956 Death,1956-02-20,Death,""
47,Narsimham Shri K.L.,Madras,CPI,1952-04-03,1958-04-02,Retirement,1958-04-02,Retirement,COMMUNIST PARTY OF INDIA
47,Narsimham Shri K.L.,Madras,CPI,1958-04-03,1964-04-02,Retirement,1964-04-02,Retirement,COMMUNIST PARTY OF INDIA
54,Nausher Ali Syed,West Bengal,Congress,1952-04-03,1956-04-02,Retirement,1956-04-02,Retirement,INDIAN NATIONAL CONGRESS
61,Nigam Smt. Savitry Devi,Uttar Pradesh,INC,1952-04-03,1956-04-02,Retirement,1956-04-02,Retirement,INDIAN NATIONAL CONGRESS
61,Nigam Smt. Savitry Devi,Uttar Pradesh,INC,1956-04-03,1962-04-02,28/02/1962 Elected to Lok Sabha,1962-02-28,ElectedtoLokSabha,INDIAN NATIONAL CONGRESS
62,Nihal Singh Shri M.H..S.,Punjab,INC,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,INDIAN NATIONAL CONGRESS
62,Nihal Singh Shri M.H..S.,Punjab,INC,1954-04-03,1960-04-02,Retirement,1960-04-02,Retirement,INDIAN NATIONAL CONGRESS
64,Niranjan Singh Shri,Madhya Pradesh,O,1958-04-03,1964-04-02,Retirement,1964-04-02,Retirement,""
1,Obaidullah Sahib Shri V.M.,Madras,Congress,1952-04-03,1956-04-02,Retirement,1956-04-02,Retirement,INDIAN NATIONAL CONGRESS
1,Obaidullah Sahib Shri V.M.,Madras,Congress,1956-04-03,1962-04-02,21/02/1958 Death,1958-02-21,Death,INDIAN NATIONAL CONGRESS
4,Onkar Nath Shri,Delhi,Congress,1952-04-03,1955-04-16,16/04/1955 Resignation,1955-04-16,Resignation,INDIAN NATIONAL CONGRESS
4,Onkar Nath Shri,Delhi,Congress,1956-11-24,1960-04-02,Retirement,1960-04-02,Retirement,INDIAN NATIONAL CONGRESS
9,Paliwal Shri Tika Ram,Rajasthan,O,1958-04-03,1964-04-02,01/03/1962 Elected to Lok Sabha,1962-03-01,ElectedtoLokSabha,""
19,Pande Shri Tarkeshwar,Uttar Pradesh,Congress,1952-04-03,1958-04-02,Retirement,1958-04-02,Retirement,INDIAN NATIONAL CONGRESS
19,Pande Shri Tarkeshwar,Uttar Pradesh,Congress,1958-04-03,1964-04-02,Retirement,1964-04-02,Retirement,INDIAN NATIONAL CONGRESS
30,Panigrahi Shri Swapnananda,Odisha,Congress,1954-04-03,1960-04-02,Retirement,1960-04-02,Retirement,INDIAN NATIONAL CONGRESS
31,Panikkar Sardar K.M.,Nominated,NOM.,1959-08-25,1960-04-02,Retirement,1960-04-02,Retirement,""
32,Panjhazari Sardar Raghbir Singh,Patiala and East Punjab States Union,Congress,1954-04-03,1960-04-02,Retirement,1960-04-02,Retirement,INDIAN NATIONAL CONGRESS
33,Pant Pandit Govind Ballabh,Uttar Pradesh,Congress,1955-03-02,1958-04-02,Retirement,1958-04-02,Retirement,INDIAN NATIONAL CONGRESS
33,Pant Pandit Govind Ballabh,Uttar Pradesh,Congress,1958-04-03,1964-04-02,07/03/1961 Death,1961-03-07,Death,INDIAN NATIONAL CONGRESS
38,Parameswaran Shri B.,Madras,O,1958-04-03,1964-04-02,12/03/1962 Resignation,1962-03-12,Resignation,""
44,Parikh Shri Chandulal Pitamberdas,Bombay,Congress,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,INDIAN NATIONAL CONGRESS
44,Parikh Shri Chandulal Pitamberdas,Bombay,Congress,1954-04-03,1958-04-02,Retirement,1958-04-02,Retirement,INDIAN NATIONAL CONGRESS
47,Parmanand Dr.(Smt.) Seeta,Madhya Pradesh,Congress,1952-04-03,1958-04-02,Retirement,1958-04-02,Retirement,INDIAN NATIONAL CONGRESS
47,Parmanand Dr.(Smt.) Seeta,Madhya Pradesh,Congress,1958-04-03,1964-04-02,Retirement,1964-04-02,Retirement,INDIAN NATIONAL CONGRESS
53,Parvathi Krishnan Smt.,Tamil Nadu,O,1954-04-03,1960-04-02,12/03/1957 Elected to Lok Sabha,1957-03-12,ElectedtoLokSabha,""
62,Patel Shri Dahyabhai V.,Bombay,O,1958-04-03,1964-04-02,Retirement,1964-04-02,Retirement,""
63,Patel Shri Harihar,Odisha,O,1958-04-03,1964-04-02,28/06/1961 Resignation,1961-06-28,Resignation,""
91,Patil Shri Sonusing Dhansing,Bombay,Congress,1957-04-22,1958-04-02,Retirement,1958-04-02,Retirement,INDIAN NATIONAL CONGRESS
91,Patil Shri Sonusing Dhansing,Bombay,Congress,1958-04-03,1964-04-02,Retirement,1964-04-02,Retirement,INDIAN NATIONAL CONGRESS
99,Patnaik Shri Dibakar,Odisha,PSP,1958-04-03,1964-04-02,Retirement,1964-04-02,Retirement,""
103,Pattabiraman Shri T.S.,Madras,Congress,1952-04-03,1956-04-02,Retirement,1956-04-02,Retirement,INDIAN NATIONAL CONGRESS
103,Pattabiraman Shri T.S.,Madras,Congress,1957-04-20,1960-04-02,Retirement,1960-04-02,Retirement,INDIAN NATIONAL CONGRESS
107,Pawar Shri D.Y.,Bombay,Congress,1952-04-03,1956-04-02,Retirement,1956-04-02,Retirement,INDIAN NATIONAL CONGRESS
107,Pawar Shri D.Y.,Bombay,Congress,1956-04-03,1962-04-02,Retirement,1962-04-02,Retirement,INDIAN NATIONAL CONGRESS
108,Pendse Shri Lalji Moreshwar,Bombay,CPI,1958-04-03,1964-04-02,Retirement,1964-04-02,Retirement,COMMUNIST PARTY OF INDIA
111,Pheruman Sardar Darshan Singh,Punjab,Congress,1952-04-03,1956-04-02,Retirement,1956-04-02,Retirement,INDIAN NATIONAL CONGRESS
111,Pheruman Sardar Darshan Singh,Punjab,Congress,1956-04-03,1956-10-22,Retirement,1956-10-22,Retirement,INDIAN NATIONAL CONGRESS
111,Pheruman Sardar Darshan Singh,Punjab,Congress,1958-04-03,1964-04-02,Retirement,1964-04-02,Retirement,INDIAN NATIONAL CONGRESS
114,Pillai Shri C. Narayana,Travancore Cochin,Congress,1952-04-03,1958-04-02,Retirement,1958-04-02,Retirement,INDIAN NATIONAL CONGRESS
122,Poddar Shri Ramnath Anandilal,Rajasthan,Congress,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,INDIAN NATIONAL CONGRESS
142,Prasadrao Shri N.D.M.,Andhra Pradesh,CPI,1953-11-30,1956-04-02,Retirement,1956-04-02,Retirement,COMMUNIST PARTY OF INDIA
153,Puri Shri Mukand Lal,Punjab,Congress,1952-04-03,1953-01-11,11/01/1953 Death,1953-01-11,Death,INDIAN NATIONAL CONGRESS
154,Pustake Shri Trimbak Damodar,Madhya Bharat,Congress,1952-04-03,1958-04-02,Retirement,1958-04-02,Retirement,INDIAN NATIONAL CONGRESS
154,Pustake Shri Trimbak Damodar,Madhya Bharat,Congress,1958-04-03,1964-04-02,11/08/1960 Death,1960-08-11,Death,INDIAN NATIONAL CONGRESS
6,Raghu Vira Dr.,Bombay,Congress,1952-04-03,1956-04-02,Retirement,1956-04-02,Retirement,INDIAN NATIONAL CONGRESS
6,Raghu Vira Dr.,Bombay,Congress,1956-04-03,1962-04-02,Retirement,1962-04-02,Retirement,INDIAN NATIONAL CONGRESS
7,Raghubir Sinh Dr.,Madhya Bharat,Congress,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,INDIAN NATIONAL CONGRESS
7,Raghubir Sinh Dr.,Madhya Bharat,Congress,1954-04-03,1960-04-02,Retirement,1960-04-02,Retirement,INDIAN NATIONAL CONGRESS
11,Rahmath Ullah Shri K. Muhammad,Madras,Congress,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,INDIAN NATIONAL CONGRESS
21,Rajabhoj Shri P. N.,Bombay,Congress,1957-04-22,1962-04-02,Retirement,1962-04-02,Retirement,INDIAN NATIONAL CONGRESS
24,Rajagopalan Shri G.,Madras,Congress,1952-04-03,1958-04-02,Retirement,1958-04-02,Retirement,INDIAN NATIONAL CONGRESS
24,Rajagopalan Shri G.,Madras,Congress,1958-04-03,1964-04-02,Retirement,1964-04-02,Retirement,INDIAN NATIONAL CONGRESS
26,Rajah Shri H. D.,Madras,RPI,1952-04-03,1958-04-02,Retirement,1958-04-02,Retirement,""
26,Rajah Shri H. D.,Madras,RPI,1958-04-03,1964-04-02,30/11/1959 Death,1959-11-30,Death,""
40,Raju Shri Alluri Satyanarayana,Andhra Pradesh,Congress,1953-11-19,1954-04-02,02/04/1954 Resignation,1954-04-02,Resignation,INDIAN NATIONAL CONGRESS
40,Raju Shri Alluri Satyanarayana,Andhra Pradesh,Congress,1954-04-03,1960-04-02,Retirement,1960-04-02,Retirement,INDIAN NATIONAL CONGRESS
47,Ram Sahai Shri,Madhya Pradesh,Congress,1956-04-03,1962-04-02,Retirement,1962-04-02,Retirement,INDIAN NATIONAL CONGRESS
58,Ramamurti Shri T. Nallamuthu,Madras,Congress,1956-04-03,1962-04-02,Retirement,1962-04-02,Retirement,INDIAN NATIONAL CONGRESS
71,Ranawat Shri Mahendra Singh,Rajasthan,Congress,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,INDIAN NATIONAL CONGRESS
73,Ranga Shri N. G.,Madras,Congress,1952-04-03,1958-04-02,16/03/1957 Elected to Lok Sabha,1957-03-16,ElectedtoLokSabha,INDIAN NATIONAL CONGRESS
79,Rao Dr. A.Subba,Kerala,CPI,1958-04-03,1964-04-02,Retirement,1964-04-02,Retirement,COMMUNIST PARTY OF INDIA
82,Rao Shri B. Shiva,Mysore,Congress,1957-04-25,1960-04-02,Retirement,1960-04-02,Retirement,INDIAN NATIONAL CONGRESS
83,Rao Shri B.S. Venkat,Hyderabad,Congress,1952-04-03,1953-11-04,04/11/1953 Death,1953-11-04,Death,INDIAN NATIONAL CONGRESS
95,Rao Shri Kotamraju Rama,Madras,Congress,1952-04-03,1954-04-02,Retirement,1954-04-02,Retirement,INDIAN NATIONAL CONGRESS
97,Rao Shri Narla Venkateswara,Andhra Pradesh,Congress,1958-04-03,1964-04-02,Retirement,1964-04-02,Retirement,INDIAN NATIONAL CONGRESS
99,Rao Shri Raghavendra,Mysore,Congress,1954-04-03,1960-04-02,Retirement,1960-04-02,Retirement,INDIAN NATIONAL CONGRESS
101,Rao Shri S. V. Krishna Moorthy,Mysore,Congress,1952-04-03,1956-04-02,Retirement,1956-04-02,Retirement,INDIAN NATIONAL CONGRESS
